iter	RMSE
534	0.4597182721
535	0.4596634745
536	0.4596182885
537	0.4595776413
538	0.459497399
539	0.4594438878
540	0.4594027572
541	0.4593599862
542	0.459298276
543	0.4592467381
544	0.4591587778
545	0.4590961944
546	0.4590554097
547	0.4590010819
548	0.4589388159
549	0.458897064
550	0.458839787
551	0.4587843812
552	0.4587407932
553	0.458694442
554	0.458637334
555	0.458579703
556	0.4584900214
557	0.4584353502
558	0.4583586394
559	0.4582804849
560	0.4582289479
561	0.4581702023
562	0.4581188132
563	0.4580753713
564	0.4580172606
565	0.4579654783
566	0.4579061889
567	0.4578406619
568	0.4577929551
569	0.4577355416
570	0.4576569115
571	0.4576094285
572	0.4575433453
573	0.4574973542
574	0.4574377313
575	0.457383638
576	0.4572936778
577	0.4572215651
578	0.4571585856
579	0.4570883139
580	0.4570496801
581	0.4569675384
582	0.456892726
583	0.4567970058
584	0.456738429
585	0.4566669344
586	0.4565877524
587	0.4565360697
588	0.4564690916
589	0.456430813
590	0.4563506392
591	0.4563038849
592	0.4562529052
593	0.4562117304
594	0.4561647223
595	0.4561111891
596	0.4560631383
597	0.4560053474
598	0.4559342879
599	0.4558898338
600	0.4558089325
601	0.4557286267
602	0.4556903508
603	0.4556317594
604	0.4555894675
605	0.4555027349
606	0.4554439327
607	0.4553636219
608	0.4552943656
609	0.4552296417
610	0.4551719997
611	0.4551214153
612	0.4550772635
613	0.4550236276
614	0.4549545
615	0.4548580415
616	0.454816887
617	0.4547703558
618	0.4547268731
619	0.4546349194
620	0.4545617008
621	0.4545167079
622	0.4544836487
623	0.454387622
624	0.4543375108
625	0.4542979535
626	0.4542469008
627	0.4541877996
628	0.4541496858
629	0.4541005798
630	0.4540624547
631	0.454022972
632	0.4539738711
633	0.4539201329
634	0.4538646398
635	0.4537847189
636	0.4537136064
637	0.4536605399
638	0.453578088
639	0.4535499172
640	0.4534964876
641	0.4534341007
642	0.4533852684
643	0.453351206
644	0.4533212576
645	0.4532738311
646	0.4532266968
647	0.4531800228
648	0.4531258312
649	0.4530713447
650	0.4530146842
651	0.4529488044
652	0.452907917
653	0.4528296369
654	0.4527747207
655	0.4527359034
656	0.4527004675
657	0.4526624412
658	0.4526088796
659	0.4525627192
660	0.4525158491
661	0.4524702088
662	0.4524183195
663	0.4523679764
664	0.4523255765
665	0.4522789637
666	0.4522229723
667	0.4521784131
668	0.4521373404
669	0.4521049046
670	0.4520685455
671	0.45202697
672	0.4519425241
673	0.451898822
674	0.4518509314
675	0.4518121873
676	0.4517534852
677	0.45171269
678	0.4516660192
679	0.4516301553
680	0.4515583734
681	0.4514824714
682	0.4514368269
683	0.4514049079
684	0.4513437488
685	0.4512717637
686	0.4512167043
687	0.4511609842
688	0.4511166254
689	0.4510747137
690	0.4510306509
691	0.4509780715
692	0.450928915
693	0.4508901156
694	0.4508551621
695	0.4508020829
696	0.4507467862
697	0.450692103
698	0.4506378466
699	0.4505927887
700	0.4505535483
701	0.4505135354
702	0.4504647535
703	0.4504299229
704	0.450393354
705	0.450355236
706	0.4502988667
707	0.4502548619
708	0.450200472
709	0.4501609468
710	0.4501107502
711	0.4500715618
712	0.4499747648
713	0.4499029309
714	0.4498468953
715	0.4498154273
716	0.4497793387
717	0.4497081143
718	0.4496307153
719	0.4495359541
720	0.4495023578
721	0.4494297346
722	0.449379187
723	0.4493500426
724	0.4492777535
725	0.4492322886
726	0.4491682639
727	0.4491162526
728	0.4490774571
729	0.4490424134
730	0.4490012174
731	0.4489535504
732	0.4488975237
733	0.4488543953
734	0.4488144121
735	0.4487389007
736	0.4487073551
737	0.4486586408
738	0.4486082635
739	0.4485667392
740	0.4485363058
741	0.4485023854
742	0.4484322893
743	0.4483978764
744	0.448356681
745	0.4483065341
746	0.4482570543
747	0.4481977366
748	0.4481551627
749	0.4481154263
750	0.4480769612
751	0.448036772
752	0.4480005349
753	0.4479419307
754	0.447893003
755	0.4478461509
756	0.4478140102
757	0.447756342
758	0.4477178984
759	0.4476790729
760	0.4476408905
761	0.4475946025
762	0.4475686049
763	0.4475151306
764	0.4474826392
765	0.4474327321
766	0.447357977
767	0.4473171195
768	0.4472643119
769	0.4472025268
770	0.4471627434
771	0.4471298746
772	0.4470649231
773	0.4470214853
774	0.446979063
775	0.4469435526
776	0.4469011016
777	0.4468377476
778	0.4468008046
779	0.4467484673
780	0.446684478
781	0.4466468863
782	0.4466125901
783	0.4465438803
784	0.4465053284
785	0.4464325745
786	0.4463645372
787	0.4463157877
788	0.446282194
789	0.4462515268
790	0.4462104564
791	0.4461714926
792	0.4460894389
793	0.4460305024
794	0.4459062814
795	0.4458664721
796	0.4458415962
797	0.4458057956
798	0.4457415078
799	0.4456823473
800	0.4456353871
801	0.4455976624
802	0.4455428333
803	0.4455132988
804	0.4454641323
805	0.4454116777
806	0.445377248
807	0.4453326552
808	0.4452727436
809	0.4452244302
810	0.4451918283
811	0.4451378692
812	0.4450937218
813	0.4450340252
814	0.4450030154
815	0.4449658245
816	0.4449201662
817	0.444871062
818	0.4448246078
819	0.4447915699
820	0.4447548586
821	0.4447011516
822	0.4446609294
823	0.4446147642
824	0.4445814676
825	0.4445386439
826	0.4445014539
827	0.444429081
828	0.4443838063
829	0.444344043
830	0.4443013574
831	0.4442661934
832	0.4442261806
833	0.4441943355
834	0.4441608506
835	0.444122206
836	0.4440697495
837	0.4440453551
838	0.4440105058
839	0.4439796661
840	0.4439454422
841	0.4438988045
842	0.4438655241
843	0.4438242114
844	0.4437835948
845	0.4437346292
846	0.4436968547
847	0.4436517023
848	0.4436206235
849	0.4435582511
850	0.4435218269
851	0.4434321286
852	0.4433812063
853	0.4433377818
854	0.443287086
855	0.443246111
856	0.4432033537
857	0.4431675607
858	0.4431216482
859	0.4430624927
860	0.4430259048
861	0.4429992633
862	0.4429639531
863	0.4429246687
864	0.4428938819
865	0.4428650303
866	0.4428239295
867	0.4427946398
868	0.4427563397
869	0.4427157631
870	0.4426753186
871	0.4426335944
872	0.4425885378
873	0.4425607019
874	0.4425202948
875	0.4424875848
876	0.4424612686
877	0.4423952847
878	0.4423552362
879	0.4423108421
880	0.4422749106
881	0.4422418387
882	0.4422045212
883	0.4421789911
884	0.4421221361
885	0.4420894154
886	0.4420346899
887	0.4419622801
888	0.4419183463
889	0.4418865471
890	0.4418281672
891	0.441793693
892	0.4417577995
893	0.4417275106
894	0.4416758344
895	0.4416491766
896	0.4415845143
897	0.4415546874
898	0.4415104141
899	0.4414746823
900	0.4414394298
901	0.4413987933
902	0.4413643877
903	0.4413240456
904	0.4412664144
905	0.4412279419
906	0.4411840721
907	0.4411458091
908	0.4411078362
909	0.441075927
910	0.4410282534
911	0.4409720725
912	0.4409454888
913	0.4409000763
914	0.440870951
915	0.4408359969
916	0.440799789
917	0.4407578026
918	0.4407080849
919	0.440655466
920	0.440621852
921	0.4405954239
922	0.440565303
923	0.4405043695
924	0.4404576289
925	0.4404163962
926	0.440387376
927	0.4403381855
928	0.4402940135
929	0.4402407743
930	0.4401885287
931	0.440157644
932	0.4401226481
933	0.4400702103
934	0.4400222463
935	0.439980412
936	0.4399495512
937	0.4399053923
938	0.4398790489
939	0.4398459775
940	0.4398134804
941	0.4397792482
942	0.4397437488
943	0.4397083027
944	0.4396740948
945	0.4396388031
946	0.4396013904
947	0.4395490199
948	0.43952328
949	0.4394847164
950	0.4394420974
951	0.4394127038
952	0.4393399509
953	0.439289472
954	0.4392553528
955	0.4392262335
956	0.439191029
957	0.4391675491
958	0.4391253852
959	0.4390719857
960	0.4390434625
961	0.4390143664
962	0.4389850627
963	0.4389438014
964	0.438913868
965	0.4388730924
966	0.4388229183
967	0.4387769454
968	0.4387511787
969	0.4387133664
970	0.438670305
971	0.4386404836
972	0.4385802399
973	0.4385363932
974	0.4384974254
975	0.4384566729
976	0.4384205943
977	0.438389489
978	0.4383466073
979	0.438328578
980	0.4382857447
981	0.438256521
982	0.4382273643
983	0.4381863245
984	0.4381388081
985	0.4381019271
986	0.4380510782
987	0.4380183615
988	0.4379784999
989	0.4379289088
990	0.4378583413
991	0.4378243461
992	0.4377839763
993	0.4377495626
994	0.4377128623
995	0.437663909
996	0.4376253065
997	0.4375960306
998	0.4375716012
999	0.4375410282
